name,category,sold,sales_inc_tax,discount,sales_exc_tax,cost_inc_tax,gross_profit,markup,year
04. soft shell crab tempura(standard),japanese side 1-13,91,855.65,2.47,898.43,0.0,898.43,0.0,2024
05. chicken harumaki(standard),japanese side 1-13,119,893.08,2.37,937.73,0.0,937.73,0.0,2024
08. chicken karaagi(standard),japanese side 1-13,134,1127.76,8.45,1184.15,0.0,1184.15,0.0,2024
10. agedashi tofu(standard),japanese side 1-13,26,190.35,5.53,199.87,0.0,199.87,0.0,2024
11. takoyaki(standard),japanese side 1-13,97,812.72,9.94,853.36,0.0,853.36,0.0,2024
13. grilled unagi eel side(standard),japanese side 1-13,16,190.48,0.0,200.0,0.0,200.0,0.0,2024
6. salmon tartar(standard),japanese side 1-13,47,396.25,2.24,416.06,0.0,416.06,0.0,2024
5. sauvignon blanc brisa(125ml),white wine,7,30.0,0.0,31.5,0.0,31.5,0.0,2024
5. sauvignon blanc brisa(175ml),white wine,25,130.95,0.0,137.5,0.0,137.5,0.0,2024
5. sauvignon blanc brisa(250ml),white wine,57,352.86,0.0,370.5,0.0,370.5,0.0,2024
5. sauvignon blanc brisa(bottle),white wine,25,440.48,0.0,462.5,0.0,462.5,0.0,2024
6. chenin blanc slow false bay coastal region(125ml),white wine,1,4.52,0.0,4.75,0.0,4.75,0.0,2024
6. chenin blanc slow false bay coastal region(175ml),white wine,4,21.9,0.0,23.0,0.0,23.0,0.0,2024
6. chenin blanc slow false bay coastal region(250ml),white wine,7,46.67,0.0,49.0,0.0,49.0,0.0,2024
6. chenin blanc slow false bay coastal region(bottle),white wine,5,88.1,0.0,92.5,0.0,92.5,0.0,2024
7. pinot grigio san vigilio provincia di pavia igt(125ml),white wine,4,19.05,0.0,20.0,0.0,20.0,0.0,2024
7. pinot grigio san vigilio provincia di pavia igt(175ml),white wine,23,131.43,0.0,138.0,0.0,138.0,0.0,2024
7. pinot grigio san vigilio provincia di pavia igt(250ml),white wine,28,186.67,0.0,196.0,0.0,196.0,0.0,2024
7. pinot grigio san vigilio provincia di pavia igt(bottle),white wine,24,468.57,0.0,492.0,0.0,492.0,0.0,2024
8. chardonnay woolloomooloo(125ml),white wine,3,14.14,0.0,14.85,0.0,14.85,0.0,2024
8. chardonnay woolloomooloo(175ml),white wine,1,5.57,0.0,5.85,0.0,5.85,0.0,2024
8. chardonnay woolloomooloo(250ml),white wine,3,20.71,0.0,21.75,0.0,21.75,0.0,2024
8. chardonnay woolloomooloo(bottle),white wine,3,55.71,0.0,58.5,0.0,58.5,0.0,2024
9. gewurztraminer a.a.c. cave de beblenheim(125ml),white wine,1,5.0,0.0,5.25,0.0,5.25,0.0,2024
9. gewurztraminer a.a.c. cave de beblenheim(175ml),white wine,1,6.43,0.0,6.75,0.0,6.75,0.0,2024
9. gewurztraminer a.a.c. cave de beblenheim(250ml),white wine,4,32.38,0.0,34.0,0.0,34.0,0.0,2024
9. gewurztraminer a.a.c. cave de beblenheim(bottle),white wine,4,80.0,0.0,84.0,0.0,84.0,0.0,2024
sake(default),white wine,25,178.57,0.0,187.5,0.0,187.5,0.0,2024
dash cordial(-),soft drinks,79,60.19,0.0,63.2,0.0,63.2,0.0,2024
americano(-),tea / coffee,25,61.9,-2.5,65.0,0.0,65.0,0.0,2024
jack daniels(single),spirits & shots,3,10.0,0.0,10.5,0.0,10.5,0.0,2024
mocktail(-),mocktails,9,42.14,0.75,44.25,0.0,44.25,0.0,2024
gordans pink gin(single),spirits & shots,3,7.71,0.0,8.1,0.0,8.1,0.0,2024
amaretto(double),spirits & shots,1,4.67,0.0,4.9,0.0,4.9,0.0,2024
baileys(double),spirits & shots,2,9.14,0.0,9.6,0.0,9.6,0.0,2024
sake(white wine),white wine,10,71.43,0.0,75.0,0.0,75.0,0.0,2024
gordans(double),spirits & shots,3,12.86,0.0,13.5,0.0,13.5,0.0,2024
jack daniels(double),spirits & shots,1,5.24,0.0,5.5,0.0,5.5,0.0,2024
rum(double),spirits & shots,3,12.86,0.0,13.5,0.0,13.5,0.0,2024
smirnoff(double),spirits & shots,14,60.0,0.0,63.0,0.0,63.0,0.0,2024
whiskey(double),spirits & shots,1,4.29,0.0,4.5,0.0,4.5,0.0,2024
tofu katsu small plate(-),vegan,11,68.1,0.0,71.5,0.0,71.5,0.0,2024
miso aubergine small plate(-),vegan,8,48.0,0.0,48.0,0.0,48.0,0.0,2024
pumpkin katsu small plate(-),vegan,8,50.7,1.3,50.7,0.0,50.7,0.0,2024
tofu curry(-),vegan,23,218.5,0.0,218.5,0.0,218.5,0.0,2024
veg okonomiyaki(-),vegan,14,98.0,0.0,98.0,0.0,98.0,0.0,2024
pumpkin curry(-),vegan,19,180.5,0.0,180.5,0.0,180.5,0.0,2024
aubergine donburi(-),vegan,12,103.5,4.5,103.5,0.0,103.5,0.0,2024
31.beef teriyaki rice(-),japan rice dis 25-32,173,2440.06,15.64,2562.06,0.0,2562.06,0.0,2024
32.chili prawn firecracker rice(-),japan rice dis 25-32,85,1343.95,25.35,1411.15,0.0,1411.15,0.0,2024
46.spicy lamb noodle(-),korean dishes 41-51,97,1552.59,9.08,1630.22,0.0,1630.22,0.0,2024
nigiri (3pc)(seared salmon),sushi,7,34.05,2.75,35.75,0.0,35.75,0.0,2024
nigiri (3pc)(eel),sushi,12,71.19,3.25,74.75,0.0,74.75,0.0,2024
nigiri (3pc)(prawn tempura),sushi,19,81.43,0.0,85.5,0.0,85.5,0.0,2024
veg sushi platter 20pc(-),sushi platters,5,119.05,0.0,125.0,0.0,125.0,0.0,2024
sweet potato fries(-),sides extras,104,338.65,8.42,355.58,0.0,355.58,0.0,2024
fudge cake(-),dessert,35,162.38,4.5,170.5,0.0,170.5,0.0,2024
prawn cracker(-),sides extras,6,17.14,0.0,18.0,0.0,18.0,0.0,2024
lucky buddha(-),bottled beer & cider,27,121.5,0.0,121.5,0.0,121.5,0.0,2024
egg fried rice(-),sides extras,161,534.39,2.39,561.11,0.0,561.11,0.0,2024
dips(-),sides extras,6,8.57,0.0,9.0,0.0,9.0,0.0,2024
dorayaki(-),dessert,46,152.67,0.7,160.3,0.0,160.3,0.0,2024
cosmopolitan(-),classic cocktails,12,91.43,0.0,96.0,0.0,96.0,0.0,2024
small sake(-),white wine,23,57.5,0.0,57.5,0.0,57.5,0.0,2024
tap water(glass),soft drinks,212,0.0,0.0,0.0,0.0,0.0,0.0,2024
tap water(jug),soft drinks,22,0.0,0.0,0.0,0.0,0.0,0.0,2024
chicken katsu  curry 日式咖喱鸡(-),lunch bento,45,0.0,0.0,0.0,0.0,0.0,0.0,2024
pork bulgogi 猪肉片饭(-),lunch bento,32,0.0,0.0,0.0,0.0,0.0,0.0,2024
salmon teriyaki 照烧三文鱼(-),sides extras,12,36.0,0.0,36.0,0.0,36.0,0.0,2024
chicken teriyaki 红烧鸡肉(-),lunch bento,43,0.0,0.0,0.0,0.0,0.0,0.0,2024
bento vegetable tempura(-),lunch bento,18,285.4,0.8,285.4,0.0,285.4,0.0,2024
bento korean fried wings(-),lunch bento,29,452.35,8.75,452.35,0.0,452.35,0.0,2024
bento chicken harumaki(4pc)(-),lunch bento,24,380.81,0.79,380.81,0.0,380.81,0.0,2024
bento mandu dumplings(4pc)(-),lunch bento,43,683.7,0.0,683.7,0.0,683.7,0.0,2024
bento chicken katsu sushi(4pc)(-),lunch bento,18,286.2,0.0,286.2,0.0,286.2,0.0,2024
29.salmon teriaki rice,japan rice dis 25-32,162,2446.96,6.49,2569.31,0.0,2569.31,0.0,2024
34.chicken katsu bun,buns 33-38,84,677.17,2.97,711.03,0.0,711.03,0.0,2024
37.crispy duck bun,buns 33-38,207,1744.58,10.49,1831.81,0.0,1831.81,0.0,2024
38.buns platter,buns 33-38,30,682.86,0.0,717.0,0.0,717.0,0.0,2024
41.dolsot bimbimbap(beef),korean dishes 41-51,129,1690.51,18.06,1775.04,0.0,1775.04,0.0,2024
42.kimchi fried rice(pork),korean dishes 41-51,73,855.7,43.21,898.49,0.0,898.49,0.0,2024
43. bok gum bap(pork),korean dishes 41-51,16,179.37,18.06,188.34,0.0,188.34,0.0,2024
44.gimbap(beef),korean dishes 41-51,14,185.33,0.0,194.6,0.0,194.6,0.0,2024
restaurant special set,restaurant special,13,370.19,0.0,388.7,0.0,388.7,0.0,2024
singha lager,draught beer,84,436.8,0.0,436.8,0.0,436.8,0.0,2024
maki (6pc)(salmon),sushi,106,521.39,-28.06,547.46,0.0,547.46,0.0,2024
ginza roll(4pc),sushi rolls 4pc/8pc,27,218.57,0.0,229.5,0.0,229.5,0.0,2024
ginza roll(8pc),sushi rolls 4pc/8pc,6,85.14,0.0,89.4,0.0,89.4,0.0,2024
california(4pc),sushi rolls 4pc/8pc,47,374.0,6.8,392.7,0.0,392.7,0.0,2024
california(8pc),sushi rolls 4pc/8pc,28,393.07,4.48,412.72,0.0,412.72,0.0,2024
spicy chicken katsu(4pc),sushi rolls 4pc/8pc,57,400.84,6.62,420.88,0.0,420.88,0.0,2024
spicy chicken katsu(8pc),sushi rolls 4pc/8pc,25,287.08,21.07,301.43,0.0,301.43,0.0,2024
dynamite(4pc),sushi rolls 4pc/8pc,67,593.23,13.61,622.89,0.0,622.89,0.0,2024
dynamite(8pc),sushi rolls 4pc/8pc,51,748.8,24.66,786.24,0.0,786.24,0.0,2024
salmon avocado(4pc),sushi rolls 4pc/8pc,10,85.05,5.7,89.3,0.0,89.3,0.0,2024
salmon avocado(8pc),sushi rolls 4pc/8pc,7,101.46,4.77,106.53,0.0,106.53,0.0,2024
rainbow roll(4pc),sushi rolls 4pc/8pc,19,153.81,0.0,161.5,0.0,161.5,0.0,2024
rainbow roll(8pc),sushi rolls 4pc/8pc,5,70.95,0.0,74.5,0.0,74.5,0.0,2024
seared salmon roll(4pc),sushi rolls 4pc/8pc,22,199.05,0.0,209.0,0.0,209.0,0.0,2024
seared salmon roll(8pc),sushi rolls 4pc/8pc,16,243.05,0.0,255.2,0.0,255.2,0.0,2024
smoked salmon roll(4pc),sushi rolls 4pc/8pc,26,210.05,0.45,220.55,0.0,220.55,0.0,2024
smoked salmon roll(8pc),sushi rolls 4pc/8pc,9,127.01,0.74,133.36,0.0,133.36,0.0,2024
duck roll(4pc),sushi rolls 4pc/8pc,34,274.43,0.85,288.15,0.0,288.15,0.0,2024
duck roll(8pc),sushi rolls 4pc/8pc,9,127.71,0.0,134.1,0.0,134.1,0.0,2024
ebi katsu roll(4pc),sushi rolls 4pc/8pc,41,331.9,0.0,348.5,0.0,348.5,0.0,2024
ebi katsu roll(8pc),sushi rolls 4pc/8pc,23,319.28,7.46,335.24,0.0,335.24,0.0,2024
eel dragon roll(4pc),sushi rolls 4pc/8pc,10,90.48,0.0,95.0,0.0,95.0,0.0,2024
eel dragon roll(8pc),sushi rolls 4pc/8pc,3,45.43,0.0,47.7,0.0,47.7,0.0,2024
2. lunetta vino spumante rose brut(bottle),champagne,1,18.1,0.0,19.0,0.0,19.0,0.0,2024
tea(green),tea / coffee,63,83.2,0.84,87.36,0.0,87.36,0.0,2024
tea(english),tea / coffee,8,10.67,0.0,11.2,0.0,11.2,0.0,2024
tea(peppermint),tea / coffee,7,9.33,0.0,9.8,0.0,9.8,0.0,2024
tea(jasmine green),tea / coffee,40,53.33,0.0,56.0,0.0,56.0,0.0,2024
soju(fresh),korean soju,10,95.24,0.0,100.0,0.0,100.0,0.0,2024
soju(plum),korean soju,29,269.52,7.0,283.0,0.0,283.0,0.0,2024
soju(green grape🍇),korean soju,1,9.52,0.0,10.0,0.0,10.0,0.0,2024
singha lager(half),draught beer,21,56.0,0.0,58.8,0.0,58.8,0.0,2024
shirley temple,mocktails,57,269.76,1.75,283.25,0.0,283.25,0.0,2024
sunrise(mango),mocktails,42,198.57,1.5,208.5,0.0,208.5,0.0,2024
sunrise(passion fruit),mocktails,52,245.48,2.25,257.75,0.0,257.75,0.0,2024
magical lagoon,mocktails,61,290.24,0.25,304.75,0.0,304.75,0.0,2024
for cherry’s “sake”,asian cocktails,33,282.86,0.0,297.0,0.0,297.0,0.0,2024
mojito(passion fruit),asian cocktails,30,228.57,0.0,240.0,0.0,240.0,0.0,2024
mojito(cherry 🍒),asian cocktails,17,129.52,0.0,136.0,0.0,136.0,0.0,2024
mojito(lychee),asian cocktails,10,76.19,0.0,80.0,0.0,80.0,0.0,2024
margarita,classic cocktails,21,160.0,0.0,168.0,0.0,168.0,0.0,2024
espresso martini,classic cocktails,21,159.24,0.8,167.2,0.0,167.2,0.0,2024
bellini(passion fruit),classic cocktails,4,30.48,0.0,32.0,0.0,32.0,0.0,2024
bellini(mango 🥭),classic cocktails,8,60.95,0.0,64.0,0.0,64.0,0.0,2024
bellini(lychee),classic cocktails,3,21.71,1.2,22.8,0.0,22.8,0.0,2024
whisky smash,classic cocktails,11,79.24,4.8,83.2,0.0,83.2,0.0,2024
passoã collins,classic cocktails,16,121.9,0.0,128.0,0.0,128.0,0.0,2024
summer rosé spritz,classic cocktails,8,60.95,0.0,64.0,0.0,64.0,0.0,2024
long island iced tea,classic cocktails,23,175.24,0.0,184.0,0.0,184.0,0.0,2024
cocktail,classic cocktails,26,198.1,0.0,208.0,0.0,208.0,0.0,2024
juice(apple 🍎),soft drinks,42,96.0,0.0,100.8,0.0,100.8,0.0,2024
juice(orange 🍊),soft drinks,43,98.29,0.0,103.2,0.0,103.2,0.0,2024
juice(pineapple 🍍),soft drinks,27,61.71,0.0,64.8,0.0,64.8,0.0,2024
juice(mango 🥭),soft drinks,43,98.29,0.0,103.2,0.0,103.2,0.0,2024
juice(cranberry),soft drinks,13,29.71,0.0,31.2,0.0,31.2,0.0,2024
baby guinness,spirits & shots,35,93.33,0.0,98.0,0.0,98.0,0.0,2024
lychee liqueur,spirits & shots,3,8.0,0.0,8.4,0.0,8.4,0.0,2024
ginger ale,soft drinks,41,105.43,0.0,110.7,0.0,110.7,0.0,2024
sprite,soft drinks,42,108.0,0.0,113.4,0.0,113.4,0.0,2024
coke zero,soft drinks,82,220.59,0.81,220.59,0.0,220.59,0.0,2024
additional charge for sashimi(-),custom,38,169.93,4.27,169.93,0.0,169.93,0.0,2021
75. rib eye(standard),bbq (korean) 75 - 84,372,5199.78,101.63,5459.77,0.0,5459.77,0.0,2021
76. la gar bi(default),bbq (korean) 75 - 84,8,93.72,5.19,98.41,0.0,98.41,0.0,2021
77. bulgogi(standard),bbq (korean) 75 - 84,462,4743.14,78.6,4980.3,0.0,4980.3,0.0,2021
78. pork bulgogi(default),bbq (korean) 75 - 84,212,1971.9,38.91,2070.49,0.0,2070.49,0.0,2021
79. chicken bulgogi(default),bbq (korean) 75 - 84,152,1413.38,28.35,1484.05,0.0,1484.05,0.0,2021
80. pork belly(standard),bbq (korean) 75 - 84,265,2441.97,75.33,2564.07,0.0,2564.07,0.0,2021
81. king prawns (5pc)(standard),bbq (korean) 75 - 84,102,1329.83,26.58,1396.32,0.0,1396.32,0.0,2021
82. ox tongue(standard),bbq (korean) 75 - 84,50,420.23,6.26,441.24,0.0,441.24,0.0,2021
83. chargrilled squid(standard),bbq (korean) 75 - 84,88,1059.43,27.2,1112.4,0.0,1112.4,0.0,2021
"84. lettuce, garlic & chilli(standard)",bbq (korean) 75 - 84,276,777.76,11.35,816.65,0.0,816.65,0.0,2021
becks blue(standard),bottled beer & cider,54,144.0,0.0,151.2,0.0,151.2,0.0,2021
corona(standard),bottled beer & cider,147,528.02,4.18,554.42,0.0,554.42,0.0,2021
kirin ichi ban(standard),bottled beer & cider,96,407.57,4.05,427.95,0.0,427.95,0.0,2021
koppaberg(standard),bottled beer & cider,245,880.99,5.96,925.04,0.0,925.04,0.0,2021
tiger(standard),bottled beer & cider,302,1288.84,5.72,1353.28,0.0,1353.28,0.0,2021
tsing tao(standard),bottled beer & cider,108,460.71,2.25,483.75,0.0,483.75,0.0,2021
25. chicken teriyaki(standard),buns 25-26,804,5211.82,155.59,5472.41,0.0,5472.41,0.0,2021
26. beef teriyaki(standard),buns 25-26,693,4825.96,130.24,5067.26,0.0,5067.26,0.0,2021
01 sette bello prosecco(20cl),champagne,43,202.07,2.83,212.17,0.0,212.17,0.0,2021
01 sette bello prosecco(bottle),champagne,73,1524.22,5.57,1600.43,0.0,1600.43,0.0,2021
02 da luca rosato spumante(standard),champagne,23,409.86,6.65,430.35,0.0,430.35,0.0,2021
03 da luca prosecco(standard),champagne,90,639.29,3.75,671.25,0.0,671.25,0.0,2021
04 taittinger brut reserve nv(standard),champagne,3,157.14,0.0,165.0,0.0,165.0,0.0,2021
05 taittinger prestige brut rose(standard),champagne,2,95.24,0.0,100.0,0.0,100.0,0.0,2021
asia daisy(standard),cocktails,363,2344.45,79.33,2461.67,0.0,2461.67,0.0,2021
japanese slipper(standard),cocktails,90,591.05,9.4,620.6,0.0,620.6,0.0,2021
korean yoghurt soju(standard),cocktails,32,203.52,10.3,213.7,0.0,213.7,0.0,2021
matcha mojito(standard),cocktails,107,709.9,3.6,745.4,0.0,745.4,0.0,2021
plum sour(standard),cocktails,100,655.77,11.44,688.56,0.0,688.56,0.0,2021
cheesecake(standard),dessert,271,1266.11,25.58,1329.42,0.0,1329.42,0.0,2021
ice cream(default),dessert,68,192.29,2.1,201.9,0.0,201.9,0.0,2021
29. chicken katsu curry(standard),donburi 29-38,1608,15638.02,464.08,16419.92,0.0,16419.92,0.0,2021
30. prawn katsu curry(standard),donburi 29-38,385,4506.41,80.77,4731.73,0.0,4731.73,0.0,2021
31. tonkatsu curry(standard),donburi 29-38,295,2895.86,56.85,3040.65,0.0,3040.65,0.0,2021
32. beef curry(standard),donburi 29-38,226,2651.18,41.26,2783.74,0.0,2783.74,0.0,2021
33. chicken teriyaki(standard),donburi 29-38,481,4626.04,193.16,4857.34,0.0,4857.34,0.0,2021
35. grilled unagi(default),donburi 29-38,196,2538.09,79.01,2664.99,0.0,2664.99,0.0,2021
36. salmon sashimi & tobiko(standard),donburi 29-38,133,1668.86,43.2,1752.3,0.0,1752.3,0.0,2021
37.salmon & tobiko eggfried rice(standard),donburi 29-38,148,1798.95,35.1,1888.9,0.0,1888.9,0.0,2021
asahi(half),draught beer,492,1203.63,15.39,1263.81,0.0,1263.81,0.0,2021
asahi(pint),draught beer,3954,19442.52,146.15,20414.65,0.0,20414.65,0.0,2021
camden pale ale(half),draught beer,55,135.45,0.78,142.22,0.0,142.22,0.0,2021
camden pale ale(pint),draught beer,479,2226.63,9.14,2337.96,0.0,2337.96,0.0,2021
cornish orchard cider(half),draught beer,56,133.1,0.25,139.75,0.0,139.75,0.0,2021
cornish orchard cider(pint),draught beer,201,801.01,3.14,841.06,0.0,841.06,0.0,2021
peroni(half),draught beer,217,575.77,3.04,604.56,0.0,604.56,0.0,2021
peroni(pint),draught beer,1571,7751.34,30.29,8138.91,0.0,8138.91,0.0,2021
stella(half),draught beer,58,136.9,1.25,143.75,0.0,143.75,0.0,2021
stella(pint),draught beer,846,3369.96,14.74,3538.46,0.0,3538.46,0.0,2021
62. ja jang myun(standard),korean nood 62-64,307,2839.17,58.17,2981.13,0.0,2981.13,0.0,2021
63. kimchi ramen(standard),korean nood 62-64,284,2338.94,57.51,2455.89,0.0,2455.89,0.0,2021
korean set menu(standard),korean set menu,94,2579.37,8.26,2708.34,0.0,2708.34,0.0,2021
49. kimchi set(standard),korean sides 49-52,167,1089.97,7.83,1144.47,0.0,1144.47,0.0,2021
50. kimchi(standard),korean sides 49-52,461,1500.27,38.22,1575.28,0.0,1575.28,0.0,2021
51. cucumber kimchi(standard),korean sides 49-52,76,178.0,3.1,186.9,0.0,186.9,0.0,2021
52. mooli kimchi(standard),korean sides 49-52,34,80.48,0.5,84.5,0.0,84.5,0.0,2021
aloe vera(standard),korean soft drinks,264,673.5,5.62,707.18,0.0,707.18,0.0,2021
calpis(standard),korean soft drinks,54,138.34,0.54,145.26,0.0,145.26,0.0,2021
hai tai bong bong grape juice(standard),korean soft drinks,224,739.84,7.17,776.83,0.0,776.83,0.0,2021
palde rice punch(standard),korean soft drinks,33,91.14,1.65,95.7,0.0,95.7,0.0,2021
ramune lychee(standard),korean soft drinks,1,2.57,0.0,2.7,0.0,2.7,0.0,2021
jinro cham yi sul (fresh)(standard),korean soju,53,486.66,19.01,510.99,0.0,510.99,0.0,2021
jinro cham yi sul (green grapes)(standard),korean soju,12,97.14,0.0,102.0,0.0,102.0,0.0,2021
53. seafood pancake(standard),korean starter 53-61,354,2924.34,97.74,3070.56,0.0,3070.56,0.0,2021
54. kimchi pancake(standard),korean starter 53-61,259,2167.72,41.94,2276.11,0.0,2276.11,0.0,2021
55. beef jap chae(standard),korean starter 53-61,174,1355.13,56.11,1422.89,0.0,1422.89,0.0,2021
56. corn cheese(standard),korean starter 53-61,107,782.49,23.69,821.61,0.0,821.61,0.0,2021
57. topokki(standard),korean starter 53-61,310,2857.19,84.45,3000.05,0.0,3000.05,0.0,2021
58. tofu kimchi(standard),korean starter 53-61,76,563.15,9.09,591.31,0.0,591.31,0.0,2021
59. mandu (5pc)(standard),korean starter 53-61,1094,7163.17,181.27,7521.33,0.0,7521.33,0.0,2021
60. kan pun ki (6pc)(standard),korean starter 53-61,383,2809.19,76.05,2949.65,0.0,2949.65,0.0,2021
lunch/early set,set menu,1956,19833.91,357.39,20825.61,0.0,20825.61,0.0,2021
61. fried chicken wings (4pc)(standard),korean starter 53-61,740,4456.48,130.7,4679.3,0.0,4679.3,0.0,2021
47. yaki soba(vegatable),noodles 47-48,200,1570.17,51.32,1648.68,0.0,1648.68,0.0,2021
47. yaki soba(chicken),noodles 47-48,417,3686.75,90.41,3871.09,0.0,3871.09,0.0,2021
47. yaki soba(king prawns),noodles 47-48,185,2155.56,49.16,2263.34,0.0,2263.34,0.0,2021
47. yaki soba(pan seared duck),noodles 47-48,58,815.84,10.47,856.63,0.0,856.63,0.0,2021
47. yaki soba(seafood),noodles 47-48,51,659.26,47.28,692.22,0.0,692.22,0.0,2021
47. yaki soba(grilled ribeye steak),noodles 47-48,63,879.42,18.46,923.39,0.0,923.39,0.0,2021
47. yaki soba(beef),noodles 47-48,216,1908.94,47.61,2004.39,0.0,2004.39,0.0,2021
47. yaki udon(vegetable),noodles 47-48,121,959.14,21.4,1007.1,0.0,1007.1,0.0,2021
47. yaki udon(chicken),noodles 47-48,219,1916.79,67.87,2012.63,0.0,2012.63,0.0,2021
47. yaki udon(beef),noodles 47-48,135,1180.73,42.73,1239.77,0.0,1239.77,0.0,2021
47. yaki udon(king prawns),noodles 47-48,117,1366.68,27.49,1435.01,0.0,1435.01,0.0,2021
47. yaki udon(pan seared duck),noodles 47-48,60,833.29,22.05,874.95,0.0,874.95,0.0,2021
47. yaki udon(seafood),noodles 47-48,36,468.83,29.73,492.27,0.0,492.27,0.0,2021
47. yaki udon(grilled ribeye steak),noodles 47-48,31,423.86,18.4,445.05,0.0,445.05,0.0,2021
48. soup ramen(vegetable),noodles 47-48,107,855.18,11.56,897.94,0.0,897.94,0.0,2021
48. soup ramen(pork belly),noodles 47-48,314,2796.38,46.8,2936.2,0.0,2936.2,0.0,2021
48. soup ramen(pork cutlet katsu),noodles 47-48,128,1131.54,27.88,1188.12,0.0,1188.12,0.0,2021
48. soup ramen(chicken),noodles 47-48,253,2235.21,56.53,2346.97,0.0,2346.97,0.0,2021
48. soup ramen(king prawns),noodles 47-48,91,1064.24,20.05,1117.45,0.0,1117.45,0.0,2021
48. soup ramen(seafood),noodles 47-48,58,789.36,12.17,828.83,0.0,828.83,0.0,2021
48. soup ramen(grilled ribeye steak),noodles 47-48,47,658.85,10.86,691.79,0.0,691.79,0.0,2021
48.soup udon(vegetable),noodles 47-48,44,345.1,11.65,362.35,0.0,362.35,0.0,2021
48.soup udon(chicken),noodles 47-48,59,526.04,8.16,552.34,0.0,552.34,0.0,2021
48.soup udon(chilli beef),noodles 47-48,58,511.98,13.42,537.58,0.0,537.58,0.0,2021
48.soup udon(pork belly),noodles 47-48,79,700.64,14.83,735.67,0.0,735.67,0.0,2021
48.soup udon(pork katsu),noodles 47-48,41,360.54,10.93,378.57,0.0,378.57,0.0,2021
48.soup udon(king prawns),noodles 47-48,25,288.1,10.0,302.5,0.0,302.5,0.0,2021
48.soup udon(seafood),noodles 47-48,27,357.23,16.41,375.09,0.0,375.09,0.0,2021
48.soup udon(grilled ribeye steak),noodles 47-48,15,212.15,1.49,222.76,0.0,222.76,0.0,2021
27. japanese grill platter(standard),platters 27-28,207,4780.62,155.35,5019.65,0.0,5019.65,0.0,2021
28. seafood platter(standard),platters 27-28,84,3093.81,111.5,3248.5,0.0,3248.5,0.0,2021
14. monte verde merlot(125ml),red wine,20,66.67,0.0,70.0,0.0,70.0,0.0,2021
14. monte verde merlot(175ml),red wine,63,266.7,3.46,280.04,0.0,280.04,0.0,2021
14. monte verde merlot(250ml),red wine,60,312.19,2.2,327.8,0.0,327.8,0.0,2021
14. monte verde merlot(bottle),red wine,51,823.83,27.48,865.02,0.0,865.02,0.0,2021
15. berri estates shiraz(125ml),red wine,16,56.84,0.32,59.68,0.0,59.68,0.0,2021
15. berri estates shiraz(175ml),red wine,26,117.62,0.0,123.5,0.0,123.5,0.0,2021
15. berri estates shiraz(250ml),red wine,46,262.86,0.0,276.0,0.0,276.0,0.0,2021
15. berri estates shiraz(bottle),red wine,29,476.82,6.84,500.66,0.0,500.66,0.0,2021
16. rare vineyards pinot noir(125ml),red wine,10,39.67,0.85,41.65,0.0,41.65,0.0,2021
16. rare vineyards pinot noir(175ml),red wine,16,80.0,0.0,84.0,0.0,84.0,0.0,2021
16. rare vineyards pinot noir(250ml),red wine,23,141.43,6.75,148.5,0.0,148.5,0.0,2021
16. rare vineyards pinot noir(bottle),red wine,21,400.0,0.0,420.0,0.0,420.0,0.0,2021
17 alma mora malbec(125ml),red wine,12,49.89,1.62,52.38,0.0,52.38,0.0,2021
17 alma mora malbec(175ml),red wine,40,207.95,1.65,218.35,0.0,218.35,0.0,2021
17 alma mora malbec(250ml),red wine,49,335.66,2.81,352.44,0.0,352.44,0.0,2021
17 alma mora malbec(bottle),red wine,28,560.0,0.0,588.0,0.0,588.0,0.0,2021
70. dolsot bimbimbap(beef),rice dishes 70-74,511,4677.39,147.64,4911.26,0.0,4911.26,0.0,2021
70. dolsot bimbimbap(chicken),rice dishes 70-74,200,1845.2,42.54,1937.46,0.0,1937.46,0.0,2021
70. dolsot bimbimbap(pork),rice dishes 70-74,135,1248.29,25.8,1310.7,0.0,1310.7,0.0,2021
70. dolsot bimbimbap(vegetable),rice dishes 70-74,116,1072.1,22.7,1125.7,0.0,1125.7,0.0,2021
71. kimchi fried rice(pork),rice dishes 70-74,191,1553.82,68.39,1631.51,0.0,1631.51,0.0,2021
71. kimchi fried rice(chicken),rice dishes 70-74,307,2505.23,101.81,2630.49,0.0,2630.49,0.0,2021
71. kimchi fried rice(vegetable),rice dishes 70-74,109,898.58,26.59,943.51,0.0,943.51,0.0,2021
72. bok gum bap(pork),rice dishes 70-74,104,854.48,28.4,897.2,0.0,897.2,0.0,2021
72. bok gum bap(chicken),rice dishes 70-74,137,1132.46,30.22,1189.08,0.0,1189.08,0.0,2021
72. bok gum bap(vegetable),rice dishes 70-74,42,346.85,9.61,364.19,0.0,364.19,0.0,2021
73. squid thop bap(standard),rice dishes 70-74,224,2610.78,58.68,2741.32,0.0,2741.32,0.0,2021
74. gimbap(beef),rice dishes 70-74,61,488.14,30.35,512.55,0.0,512.55,0.0,2021
74. gimbap(spicy chicken),rice dishes 70-74,88,702.15,45.94,737.26,0.0,737.26,0.0,2021
74. gimbap(pork belly),rice dishes 70-74,53,418.42,32.36,439.34,0.0,439.34,0.0,2021
74. gimbap(vegetable),rice dishes 70-74,54,440.76,17.8,462.8,0.0,462.8,0.0,2021
